BINOMIAL,ID,Year,Lat,Long,Frequency,Duration,n,N_area,Model,tau_p,tau_p_min,tau_p_max,tau_p_var,tau_v,tau_v_min,tau_v_max,tau_v_var,speed,speed_min,speed_max,diffusion,diffusion_min,diffusion_max,kde.min,kde.ml,kde.max,akde.min,akde.ml,akde.max,same.model,CV_N_area,kde.95CV.min,kde.95CV.ml,kde.95CV.max,akde.95CV.min,akde.95CV.ml,akde.95CV.max,full.n
Circus aeruginosus,5446465_crop_1_crop_1,2014,13.1075753,-14.0741891,15.56666667,1205.937847,14879,729.8353003,OUF anisotropic,32119.88097,29724.89361,34707.83672,1551155.555,258.4640718,243.9056571,273.8914595,56.77015812,1.732798047,1.696057038,1.769528375,746.200311,727.9746291,764.6481969,85246287.87,86632825.61,88030393.62,98337336.04,105880626.9,113698706.4,0.018596049,364.3162613,93.21,91.56,93.45,95.27,95.52,96.51,7440
Corvus corone,G141 [FRP-EC111305],2022,48.84407043,2.361088276,14.8,104.0737153,10605,2039.201616,OU anisotropic,3980.719125,3789.989165,4181.047507,9701.455084,NA,NA,NA,NA,NA,NA,NA,33.42488995,32.68344035,34.1745401,191136.5683,194827.3355,198552.9065,209045.6928,218424.058,228005.3199,0.15477612,873.3857903,96.85,96.91,97.1,97.61,97.79,97.91,5302
Corvus corone,G272 [FRP_EA739139],2022,48.84438705,2.361274958,29.7,176.0903009,10194,10193,IID anisotropic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58732.15,59889.21621,61057.41238,58822.35675,59981.2001,61151.19051,0.083002976,5096,90.51,90.7,90.92,90.51,90.7,90.92,5097,NA
Corvus corone,G294 [FRP-EA739159],2021,48.85626602,2.391534209,119.9833333,731.2580903,2118,137.9321206,OUF anisotropic,346867.1101,289028.2431,416280.3981,952176768.6,551.1299182,376.864222,805.9777741,9505.105154,0.989916204,0.835989806,1.143568173,531.198453,501.0043116,562.2635979,2372771966,2477181952,2583808462,1219210712,1451294549,1703299483,1.318576879,41.36355544,98.87,98.87,99.25,99.62,99.81,99.81,1059
Corvus corone,G295 [FRP-EA739160],2021,48.82345963,2.36509943,30.3,306.9843634,5161,519.7016957,OUF anisotropic,38787.40269,35187.18287,42755.98343,3539515.177,219.2544629,162.039996,296.6707027,987.2616082,0.62038718,0.54355712,0.697100161,81.61316279,78.40656568,84.88312361,6760090.444,6948398.554,7139257.479,12367451.18,13503618.94,14689000.41,0.102249768,411.3905802,95.31,95.2,95.31,95.27,95.27,95.27,2580
Corvus corone,G297 [FRP-EA739162],2021,48.83330536,2.29957819,240.3166667,727.8137963,1797,694.0816261,OU anisotropic,46847.46187,42442.67297,51709.38893,5301738.281,NA,NA,NA,NA,NA,NA,NA,94.65626549,87.73231509,101.8394469,8879340.868,9304740.617,9739954.018,9719790.957,10485448.55,11279720.35,0.503015282,602.4753109,49.44,51.89,52.22,46.11,51.89,52.11,898
Corvus corone,G298 [FRP-EA739163],2021,48.92460823,2.066827536,60.58333333,270.3616204,1980,23.30351962,OUF anisotropic,923600.6254,584642.9597,1459075.323,37298501021,628.4897347,517.1679051,763.7738976,3548.78583,0.788746962,0.726406686,0.851022384,388.4281286,366.3938041,411.0967525,1025750411,1072486705,1120249550,1854133667,2915205786,4212507883,0.001857293,14.07843712,98.59,98.69,98.69,99.5,100,100,990
Corvus corone,G308 [FRP-EA739173],2021,48.8468608,2.354168408,59.95,564.9940394,3226,3225,IID anisotropic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1685136.254,1744841.987,1805572.585,1681773.558,1741360.148,1801969.558,0.473116375,1612,99.88,99.88,99.88,99.88,99.88,99.88,1613,NA
Corvus corone,G335 [FRP-EA739200],2021,48.8441504,2.3604252,60.01666667,139.2554167,1107,46.23874525,OUF anisotropic,239363.5516,174297.0425,328719.9199,1285944551,5.700420207,2.194127637,14.80989072,5.007604503,9.076674604,5.666564495,12.4874179,452.1546302,423.6768497,481.5455616,890174201.4,945057097.4,1001558538,993039563.2,1355199782,1772792735,0,38.99164548,63,68.77,63,68.77,68.95,77.8,554
Corvus corone,G344 [FRP-EA739213],2021,48.8625856,2.344836,59.65,164.0340509,4123,4122,IID anisotropic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15651463.11,16140475.54,16636905.35,15456474.63,15939394.86,16429640.07,0.459815343,124.5717103,100,99.95,100,99.81,99.81,100,2062,NA
Corvus corone,G345 [FRP-EA739214],2021,48.8471648,2.376847,60.08333333,148.9999884,1745,342.1907505,OUF anisotropic,23711.18882,20583.93997,27313.55007,2728638.911,671.3710674,479.6335293,939.7572994,11268.96763,0.43143124,0.379244907,0.483539477,112.2075763,104.9777069,119.6747932,10902987.48,11433348.44,11976127.62,10301091.04,11485968.54,12734416.91,0.697726544,249.3890247,98.51,98.4,98.51,98.51,98.63,99.89,872
Corvus corone,G346 [FRP-EA739215],2021,48.8623216,2.3468536,1.05,170.0402199,2620,563.2469815,OUF anisotropic,6189.247339,5587.610906,6855.663944,99079.51473,17.52161147,15.36892521,19.97581903,1.286445731,3.584080776,3.414928968,3.75312448,221.229932,208.030322,234.8298053,4742651.282,4929660.183,5120234.577,9759111.843,10618005.28,11512604.52,0.131868566,287.5619665,96.95,99.92,97.71,97.71,99.92,97.71,1310
Corvus corone,G347 [FRP-EA739216],2021,48.8614592,2.3903622,60.26666667,139.0689005,1084,269.6124119,OUF anisotropic,31177.68903,26636.82273,36492.65166,5797977.522,1071.506193,824.655973,1392.247869,18023.00393,0.706351611,0.643543597,0.769086989,473.1979081,432.9048339,515.2582525,208138205.3,221112609.8,234473743,218667474.7,247309479,277688624.1,0.069292333,112.6614717,99.82,99.82,99.82,99.82,99.82,100,542
Corvus corone,G350 [FRP-EA739219],2021,48.8475552,2.3223088,59.75,185.0240394,3190,19.89194798,OUF anisotropic,758289.6003,461591.3981,1245697.212,29108060485,47.29159763,43.59195906,51.30522359,3.708619174,5.23010612,5.038512133,5.421604474,1292.382427,1243.417671,1342.27953,12244365283,12680699869,13124566780,8648804647,14180506035,21057644426,1.322128185,6.916593518,100,100,100,100,100,100,1595
Corvus corone,G351 [FRP-EA739220],2021,48.8038144,2.316813,60.01666667,145.2618056,1755,185.2544469,OU anisotropic,41926.74416,35714.83221,49219.09938,10866081.13,NA,NA,NA,NA,NA,NA,NA,359.4748187,338.6851177,380.8750155,81709650.66,85672548.55,89727968.3,81270881.26,94371710.57,108437155.7,0.787658247,877,99.89,99.89,100,99.89,99.89,100,878
Corvus corone,G352 [FRP-EA739221],2022,48.84420013,2.360711575,15.05,102.0924074,2395,999.7284925,OU anisotropic,4548.364886,4216.012451,4906.916994,29847.1901,NA,NA,NA,NA,NA,NA,NA,39.00903552,36.83429113,41.2452745,596630.7375,621270.712,646402.2661,490484.2572,522366.999,555239.4611,0.283602307,86.7575027,97.58,97.66,97.91,98.5,98.75,99,1198
Corvus corone,G425 [FRP_EC111865],2022,48.8481102,2.353184938,15.06666667,104.0702199,7553,754.6879638,OU anisotropic,11349.75351,10511.66017,12254.66794,189874.9991,NA,NA,NA,NA,NA,NA,NA,54.23473557,52.5628166,55.93246506,530936.2219,543117.2476,555434.5048,837909.9218,901057.7997,966467.1637,0.019523438,252.9921133,90.95,93.75,91.24,95.66,96.29,96.8,3776
Corvus corone,G427 [FRP_EC111867],2022,48.85952,2.354467,60,346.999838,6511,931.9764312,OU anisotropic,29284.46111,27306.87062,31405.27066,1053682.053,NA,NA,NA,NA,NA,NA,NA,432.9330754,420.9709021,445.0604987,29121842.66,29842413.54,30571667.99,29492395.21,31481366.48,33534320.84,0.44314235,685.2492134,99.88,99.88,99.88,99.11,99.88,99.69,3256
Corvus corone,G434 [FRP_EC111874],2022,48.8455968,2.363175,60.06666667,265.8335185,2432,1130.68572,OU anisotropic,6600.926289,6058.681673,7191.701135,79834.3692,NA,NA,NA,NA,NA,NA,NA,10.87138017,10.27268074,11.48679691,129707.4705,135022.0257,140441.7909,132482.8882,140557.2829,148867.1467,2.126246072,705.6752903,100,100,100,100,100,100,1216
Corvus corone,G444 [FRP_EC111884],2022,48.8473888,2.3765738,60.01666667,339.9164699,5509,1129.30388,OU anisotropic,19837.43552,18579.88731,21180.09874,425150.811,NA,NA,NA,NA,NA,NA,NA,169.7800742,164.7113703,174.9245202,6935507.159,7122373.829,7311689.988,6919669.115,7341669.741,7775984.574,0.178164057,780.0984651,99.71,99.6,99.71,99.67,99.56,99.67,2754
Corvus corone,G454 [FRP_EC111894],2022,48.8388,2.3734167,60.03333333,186.0012037,2914,412.4063781,OUF anisotropic,33927.30303,30307.27251,37979.7255,3605654.443,965.7416096,852.8710502,1093.549671,3524.929944,0.72987034,0.698288985,0.761433144,463.2907186,440.4201987,486.7319975,162672048.5,168744852,174927386.6,159461309.7,176043971.8,193435115.5,0.009498399,141.2266698,91.77,91.43,92.25,91.84,91.77,92.32,1457
Corvus corone,G467 [FRP_EC111807],2022,48.8267936,2.3357854,60.01666667,346.9996528,6590,667.6089851,OUF anisotropic,41233.83899,37828.36943,44945.88331,3149604.03,825.3021633,741.0837844,919.0913025,1946.572152,0.654277148,0.629150087,0.679391072,326.0444599,314.2948776,338.0066408,50877235.42,52128397.82,53394546.73,9007457.962,9731763.438,10483679.31,0.136431871,397.5000802,98.6,98.57,98.6,98.48,98.6,98.48,3295
Corvus corone,G479 [FRP_EC111819],2021,48.8440032,2.3609848,60.01666667,24.12021991,281,280,IID anisotropic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18768.64635,21176.6843,23727.9537,18778.41988,21187.71179,23740.30972,0.269300391,139,97.18,97.89,98.59,97.18,97.89,98.59,140,NA
Corvus corone,G480 [FRP_EC111820],2022,48.8610336,2.3908782,60.01666667,346.7916667,5501,2004.036139,OUF anisotropic,8456.292687,7845.818344,9114.267356,100655.7926,1185.254779,1060.09404,1325.192707,4307.590333,0.605301647,0.586273076,0.624322047,315.1634348,303.8350524,326.6962599,7439430.633,7640023.421,7843247.545,7845611.764,8200766.024,8563671.742,0.709874898,1091.591224,99.85,99.85,99.85,99.85,99.85,99.89,2750
Corvus corone,G482 [FRP_EC111822],2022,48.84538651,2.3762064,14.76666667,347.2871296,14729,1228.796743,OU anisotropic,19122.40701,18028.4657,20282.7271,320685.2699,NA,NA,NA,NA,NA,NA,NA,106.5810983,104.7608876,108.4167687,5552880.222,5643662.662,5735170.983,7113480.965,7528589.69,7955303.766,0.026713595,1184.803876,99.71,99.59,99.74,99.78,99.66,99.82,7364
Corvus corone,G483 [FRP_EC111823],2022,48.8629152,2.329151,60.01666667,347,6835,6834,IID anisotropic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3320298.242,3400446.63,3481537.572,3461444.657,3545000.166,3629538.298,0.289710347,3417,99.15,99.56,99.21,99.15,99.56,99.21,3418,NA
Corvus corone,G484 [FRP_EC111824],2022,48.8588192,2.4127874,60.33333333,345.8344444,1761,231.5731654,OUF anisotropic,81058.28449,69522.46861,94508.23044,37348535.12,1337.122717,1154.925384,1548.062918,9284.818836,1.092692441,1.041962753,1.143390219,1489.444909,1382.02189,1600.831297,43256142.19,45350346.2,47493359.25,252249843.1,288173200.1,326453127.4,0.578156044,255.6426722,77.1,77.1,77.1,76.64,77.21,77.21,880
Corvus corone,G485 [FRP_EC111825],2022,48.862688,2.3425831,59.96666667,280.8334838,5190,596.0068523,OUF anisotropic,32494.61565,29770.43431,35468.07665,2016800.471,34.67775885,31.48920925,38.18917615,2.775032698,2.892272047,2.758189355,3.026270518,287.8137844,278.3032513,297.4818718,18535177.69,19050016.09,19571808.84,14980603.86,16259970.96,17591011.37,0.026717685,382.1083593,98.38,98.57,98.42,98.07,98.69,98.38,2595
Corvus corone,G486 [FRP_EC111826],2022,48.8218336,2.3864016,60.03333333,346.8330556,4110,302.8508329,OUF anisotropic,63995.76302,56073.15417,73037.76192,17433860.29,886.4049464,774.823736,1014.0548,3462.127473,0.849588265,0.810396482,0.888755549,602.1500991,573.4055281,631.5877725,51476316.12,53087237.65,54722632.71,13858783.93,15562319.37,17363172.63,1.17723927,177.7494466,100,100,100,100,100,100,2055
Corvus corone,G487 [FRP_EC111827],2022,48.8639936,2.3250938,60,341.8335532,6063,620.9538288,OUF anisotropic,40997.55291,37456.02919,44873.93301,3413214.782,820.1655893,731.5944341,919.4596932,2159.988277,0.558124648,0.535243476,0.580993068,235.7730672,226.4097981,245.3233901,15757799.07,16162121.89,16571495.13,15698482.62,17010268.93,18373941.4,2.02476445,429.3796563,99.97,99.97,99.97,99.97,99.97,99.97,3032
Corvus corone,G489 [FRP_EC111830],2022,48.846192,2.3598498,60.3,341.7917824,2174,996.1549973,OU anisotropic,11810.96327,10891.42998,12808.13022,229056.0412,NA,NA,NA,NA,NA,NA,NA,21.40916783,20.035768,22.82745003,664023.3428,692851.377,722283.3822,617423.6067,657633.1347,699093.1392,0.33596991,452.6354171,100,100,100,100,100,100,1087
Corvus corone,G491 [FRP_EC111832],2022,48.8134112,2.3622654,60.01666667,339.9165972,5225,404.5399047,OU anisotropic,45799.66131,41197.95973,50915.36061,5806608.772,NA,NA,NA,NA,NA,NA,NA,15.17071933,14.72788871,15.6200177,859701.4473,883498.9718,907616.8627,1312598.108,1450520.477,1595233.871,0.91934914,329.3463574,99.31,99.39,99.43,99.58,99.58,99.62,2612
Corvus corone,G492 [FRP_EC111833],2022,48.82496,2.3626035,60.01666667,339.9198148,5138,460.6280149,OUF anisotropic,43085.84302,38848.9145,47784.85815,4916815.618,941.5726799,847.0469975,1046.646897,2449.99752,0.627969184,0.605127521,0.650799524,340.787056,326.4740953,355.40277,62736738.21,64488313.37,66263668.74,54154653.12,59461482.74,65012806.05,0.857540216,268.4628994,99.88,99.88,99.88,99.92,99.88,99.92,2569
Corvus corone,G493 [FRP_EC111834],2022,48.647904,2.4607192,60.01666667,270.9175579,4937,105.1590855,OUF anisotropic,203677.7082,165551.4588,250584.375,418751885.7,1268.215477,1175.600578,1368.126663,2317.701776,0.512012352,0.499954093,0.524066719,322.0111433,307.88964,336.4448346,156316437.5,160770555.8,165286372.7,94075502.48,115002274,137999242.5,0.010466362,4.187282555,43.89,40.89,44.78,46.32,50.4,91.01,2468
Corvus corone,G494 [FRP_EC111835],2022,48.8132912,2.3620086,60.03333333,336.9165046,5716,497.3655542,OU anisotropic,54287.05542,49424.19647,59628.37228,6446305.352,NA,NA,NA,NA,NA,NA,NA,105.642993,102.8015953,108.5225856,13715591.9,14078249.57,14445573.58,3751956.993,4104826.447,4473327.607,1.289014749,450.4015154,98.99,99.79,99.02,98.99,99.9,99.02,2858
Corvus corone,G495 [FRP_EC111836],2022,48.8440256,2.3674782,60.01666667,338.8335648,7340,146.5308012,OUF anisotropic,195106.2152,164145.6727,231906.4192,271559160.6,806.9408823,733.8334252,887.3316002,1457.771586,0.570844762,0.551484015,0.59019655,256.9503246,247.9531442,266.1056046,479280804.7,490437914.6,501721612.6,538973129.9,638107030.9,745486129,0,103.0910573,94.85,91.72,94.85,92.15,92.02,92.7,3670
Corvus corone,G496 [FRP_EC111837],2022,48.8439568,2.376588,60.01666667,339.9169444,6076,470.1340759,OUF anisotropic,53420.3491,48286.0577,59100.57341,7211391.08,1120.276335,1036.230176,1211.139278,1910.689696,0.514298006,0.501713713,0.52687808,272.7319106,262.5442113,283.1108151,35951930.31,36873399.46,37806366.32,42189404.66,46278697.09,50554431.2,0.859335914,303.7149184,100,100,100,100,100,100,3038
Cuculus canorus,PB143133_crop_1,2018,45.106,35.703,12801.03333,1130.293877,50,49,IID anisotropic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584620476.7,790235369.6,1026355056,584823518.3,790509822.3,1026711514,0.00034844,24,88.46,92.31,96.15,88.46,92.31,96.15,25,NA
Cuculus canorus,PB143194_crop_1,2016,-16.655,18.764,3197.4,476.6223148,102,8.609571549,OUF anisotropic,1717592.243,663880.7071,4443754.849,4.51E+11,56640.65568,23679.26935,135484.0738,426629222.9,1.035173586,0.795381602,1.27448719,53273.76044,38328.19953,70641.52918,4.24E+11,5.21E+11,6.27E+11,3.33E+11,7.43E+11,1.32E+12,8.04E-05,2.303518905,82.69,82.69,88.46,55.77,98.08,100,51
Cuculus canorus,PB143320_crop_1_crop_1,2018,22.532,46.025,3090.666667,1313.493947,532,531,IID anisotropic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344627367.5,375926098.5,408565738.3,348437424.6,380082181.4,413082671.5,0,253.5777625,94.76,95.88,95.88,94.76,95.88,95.88,266,NA
Cygnus cygnus,4116 9E03_crop_1,2019,53.5419,12.01556667,37.66666667,809.5604745,483,7.45302994,OUF anisotropic,1317753.403,526357.8553,3299036.985,2.51E+11,10438.99903,8173.534938,13332.38331,1505470.54,1.341837576,1.191841925,1.491622408,18024.65796,11216.98552,26420.79596,4304268094,4715935886,5146134989,27603451789,66341830498,1.22E+11,0.064095012,7.902480516,99.59,99.59,99.59,99.59,100,100,242
Cygnus cygnus,4307 9E04 (ECG3855 ACC4081),2016,57.06226667,22.28254167,24.43333333,62.32913194,898,193.7327417,OU anisotropic,17581.72974,14929.0776,20705.71464,1984527.663,NA,NA,NA,NA,NA,NA,NA,1.781032788,1.632942154,1.935459294,108277.2076,115727.6453,123422.4598,108966.3745,126098.5506,144463.2515,0.070094615,97.27581218,59.11,64,68,56.44,72.44,90,449
Cygnus cygnus,4332 9E02 (ECG3476 ACC4083),2016,57.05928333,22.2809,44.375,27.04453704,289,25.278883,OU anisotropic,80290.82654,50934.61025,126566.529,279484301.1,NA,NA,NA,NA,NA,NA,NA,1.137433933,1.003405996,1.279741557,309302.13,348379.4811,389747.7083,415922.1215,640986.9924,913946.4908,0.814493041,51.03462168,21.92,21.92,22.6,21.92,21.92,23.29,144
Cygnus cygnus,4334 9E07 (ECG3855 ACC4076)_crop_1_subset_1,2018,52.62215,14.51423333,79.15833333,117.5253588,393,19.72075669,OU anisotropic,341189.4142,203257.435,572723.0415,6354801557,NA,NA,NA,NA,NA,NA,NA,1306.100226,1167.704503,1452.134424,717696006.2,794399418.5,874940992.2,1631050135,2680708768,3986910795,0.148863874,2.698206267,98.99,96.46,100,100,100,100,196
Cygnus cygnus,4351 9E05 (ECG3853 ACC3386)_crop_1,2017,53.01504167,14.18641667,61.06666667,103.7487037,432,112.9336129,OU anisotropic,52352.01335,41865.425,65465.31659,31929850.18,NA,NA,NA,NA,NA,NA,NA,223.7736196,199.3545561,249.5830609,68485607.67,75440607.81,82727124.73,74025997.72,89827303.31,107134375.9,0.107284374,70.45751891,61.75,63.13,64.06,64.06,64.06,64.06,216
Cygnus cygnus,4358 3E00,2016,56.74985,21.8111,144.7166667,63.77668981,152,77.69210367,OU anisotropic,4707.560279,2450.227339,9044.517393,1811971.082,NA,NA,NA,NA,NA,NA,NA,24.68059608,12.94231897,40.14439776,232389.58,274412.4145,319876.1294,231460.9613,292963.0791,361601.6459,0.674756239,75,71.43,76.62,76.62,71.43,76.62,76.62,76
Cygnus cygnus,4363 9E08 (ECG3858 ACC4090)_crop_1,2017,53.01603333,14.185,13.01666667,103.3030093,947,189.0655031,OUF anisotropic,15082.92144,12584.91273,18076.76573,1774927.686,12.87383022,5.384184141,30.78191612,22.02346038,12.51249818,8.472111789,16.54835379,1948.873027,1750.971258,2157.217581,53032335.58,56580913.63,60242782.8,95809994.29,111079914.6,127462355,0.567546879,140.0051092,63.29,64.77,64.77,65.19,65.61,66.46,474
Cygnus cygnus,4389 9E90_crop_1,2017,54.18331667,17.34050834,103.1333333,261.1597569,242,17.81529789,OUF anisotropic,603685.651,347374.3464,1049117.095,22301650892,60.79563117,2.022481669,1827.511629,3375.709749,2.347229021,0.467415464,4.363151957,271.5885826,232.9012097,313.2048833,285990210.9,325832164.2,368234455.2,667870932.7,1130355660,1712536544,1.338150324,18.95475943,100,100,100,100,100,100,121
Cygnus cygnus,4421 9E10 (ECG3859 ACC4088)_crop_1,2017,53.88661667,10.83435,257.075,41.95739583,65,31.68717307,OUf anisotropic,16835.06903,12814.30851,22117.42826,4807130.568,NA,NA,NA,NA,NA,NA,NA,356.6070381,247.6229348,485.1538541,38916376.85,50532752.36,63643133.3,40705080.71,59632580.35,82116822.72,0.129360667,28.93217603,70.59,85.29,85.29,70.59,85.29,85.29,32
Eudocimus albus,02_DH02,2016,26.667032,-80.069116,120.2333333,443.5833449,2691,343.4536796,OUF anisotropic,101689.0097,90337.18515,114467.3113,35552137.66,929.9423163,816.3003183,1059.405089,3583.846644,0.539843656,0.508627094,0.571035964,259.2967481,245.1377418,273.8476741,32224426.27,33477705.89,34754559.98,49343872.01,55008298.44,60976057.49,0.126263727,330.902013,87.67,87.44,87.67,87.67,87.59,87.67,1346
Eudocimus albus,04_TT05,2016,27.373466,-81.708633,120.0166667,240.7493056,1929,1928,IID anisotropic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12871577956,13466017552,14073687337,12628781010,13212007675,13808214967,1.341724939,963,20.6,21.95,24.95,20.6,21.95,24.95,964,NA
Eudocimus albus,05_DB03,2016,26.9443075,-80.0920575,120.0166667,444.4162731,3582,11.89814607,OUF anisotropic,2988613.159,1536801.603,5811946.443,7.54E+11,712.8363959,645.1658128,787.6048563,1251.932165,1.095920048,1.048841707,1.142970929,854.0333045,820.5350703,888.1923331,516416579.5,533756911.1,551379588.1,8262336801,16042847087,26361637595,0,3.428226224,38.45,95.15,38.45,85.88,100,100,1791
Eudocimus albus,06_LWR05,2016,26.494833,-80.207466,120,288.3824537,2361,102.4249742,OUF anisotropic,229813.3043,186237.6935,283584.6699,547802028,389.3568709,304.8687139,497.2592005,2093.836847,0.803354159,0.719121427,0.887474591,247.8652547,236.2162301,259.7907118,103009788.9,107295425.4,111667182.2,183413508.3,224841993.9,270425906.4,0.393560437,186.6952436,84.01,84.6,84.86,85.36,86.04,86.21,1180
Eudocimus albus,06_SAN01_crop_1,2017,26.459408,-82.122299,360,268.8347222,1344,329.4022192,OUF anisotropic,56786.77688,49948.89752,64560.74484,12962325.96,603.1390232,493.2632537,737.4899278,3467.513539,1.586774073,1.430754097,1.742597073,1442.662969,1323.656923,1566.718472,8988847.58,9489650.543,10003837.97,23140400.26,25857704.57,28723677.27,1.371701392,394.3038208,39.82,39.82,39.97,39.82,39.82,39.97,672
Eudocimus albus,07_GC06,2017,26.395733,-80.151983,120,812.5825579,6015,25.97381425,OUF anisotropic,2054407.58,1338757.469,3152617.709,1.64E+11,891.1990583,823.9574045,963.9281801,1223.290777,1.094055126,1.058805775,1.12928897,1062.860899,1030.369131,1095.850012,1825112044,1872131947,1919741533,8452886683,12943151328,18374728502,1.197224462,175.1965645,76.6,76.6,76.6,76.73,76.76,76.93,3008
Eudocimus albus,08_LWRNE25,2016,26.452816,-81.0372495,359.6166667,294.4993056,1642,5.133977298,OUF anisotropic,4953770.238,1635991.297,14999981.74,4.79E+12,371.426416,315.7196011,436.9623616,874.7637208,2.558323872,2.365243472,2.751211713,2425.663707,2304.608425,2549.773995,12304609479,12922340932,13554988773,37237621853,1.13E+11,2.29E+11,2.002242828,3.174321518,100,100,100,100,100,100,821
Eudocimus albus,10_JB10,2016,30.246441,-91.2850245,120.1833333,251.9991435,1756,1.494427131,OUF anisotropic,92282606.28,6593973.062,1291494421,5.70E+15,2553.681179,2310.30549,2822.694917,16196.55978,1.465234003,1.412361849,1.518080154,5479.076359,5133.907821,5835.315614,2.56E+11,2.69E+11,2.81E+11,3.70E+11,5.18E+12,1.62E+13,0.121800766,1.166912153,100,100,100,0,100,100,878
Eudocimus albus,11_IC05,2017,26.920632,-80.169349,59.90833333,948.25,9553,20.87453609,OUF anisotropic,3423516.677,2114246.191,5543567.485,5.63E+11,81.80666671,67.90767711,98.55042909,55.08633387,2.301181083,2.103706964,2.498433934,432.2621411,422.5770971,442.0553919,402363761.2,410556270.1,418830197.9,5627174770,9105204257,13406610500,0.0047843,20.25212331,68.06,96.9,68.48,98.26,99.87,100,4776
Eudocimus albus,13_GP06,2016,26.735566,-80.267366,120.1,420.1250463,2837,16.58717702,OUF anisotropic,1956497.562,1128599.118,3391711.591,2.32E+11,349.3557502,264.6841468,461.1135258,2136.567813,0.49909416,0.437447453,0.560647112,86.54396968,82.6728251,90.50244402,114363253.3,118691812.1,123099649.1,478679413.9,827989695.7,1271440112,1.15454879,18.57428145,98.87,98.87,99.08,99.3,99.51,99.51,1418
Eudocimus albus,16_DB02,2016,26.947666,-80.096549,120,443.4993171,3327,19.78267505,OUF anisotropic,1804727.373,1097005.349,2969029.179,1.66E+11,874.3002159,789.5413909,968.1580679,1966.182612,0.642989288,0.61366184,0.672298603,359.936856,343.976436,376.2541346,814997682.5,843420369.9,872323412.5,1987447044,3263605193,4851115967,0,12.98540645,71.94,66.35,86.48,43.57,70.73,73.56,1664
Eudocimus albus,17_DH01,2016,26.667882,-80.069232,119.875,441.4994907,3217,4.099242553,OUF anisotropic,13289604.51,3695184.135,47795612.24,4.31E+13,2231.28782,2121.068868,2347.234177,3242.233376,0.607145337,0.594633344,0.619653794,821.2190378,783.7450354,859.5558646,3073745642,3182807242,3293743553,29152665391,1.05E+11,2.28E+11,0,1.852229975,97.83,97.83,97.83,84.84,100,100,1608
Eudocimus albus,18_DH17,2016,26.667949,-80.069282,120.4666667,287.7491088,1706,38.24637484,OUF anisotropic,613046.7238,432200.1281,869565.4191,10088774327,577.3455615,481.4076969,692.4025094,2618.861091,0.452703571,0.41578856,0.489579075,117.3435907,110.94624,123.9177283,234759761.8,246313961.2,258141811.4,288699579,407469484.8,546382663.4,3.037145647,14.62224937,100,100,100,100,100,100,853
Eudocimus albus,19_SWA06_crop_1,2016,27.033999,-80.185441,120.0333333,60.33337963,468,69.99443667,OUF anisotropic,62059.99982,46967.73671,82001.89847,67916745.4,597.7246248,323.2707454,1105.187315,26316.34006,0.344905967,0.260497294,0.429149453,66.90615972,59.3227196,74.9391198,10870513.53,11927942.74,13033748.16,14170889.62,18178507.88,22677595.22,0.701105578,35.75828469,100,100,100,100,100,100,234
Eudocimus albus,20_LCS10,2016,26.642866,-80.3199155,120.05,309.9991435,2336,122.8403902,OUF anisotropic,207113.2996,170807.8743,251135.4879,377045267.1,1666.528241,1491.450069,1862.158469,8426.233112,1.29735114,1.239753752,1.354913838,2695.974725,2546.428028,2849.728308,2213167903,2305751868,2400206354,3799641358,4572409505,5415646801,1.663899679,50.48627438,100,100,100,100,100,100,1168
Eudocimus albus,21_GP01,2016,26.752733,-80.081616,120.0166667,433.0828935,3212,9.219336162,OUF anisotropic,3871061.419,1787348.575,8383992.201,1.63E+12,1117.071586,1004.662159,1242.058256,3465.193643,0.835121316,0.797605615,0.872614163,776.8377073,740.6566986,813.8693884,1102738944,1141897212,1181729120,7969074977,17234044309,30011406244,1.796984738,4.41122614,81.39,100,81.89,100,100,100,1606
Eudocimus albus,23_TT04,2016,26.467666,-80.245899,120.1666667,155.0004282,1057,130.168662,OUF anisotropic,94361.11921,77537.77478,114834.6189,81103772.36,738.8081491,496.5623037,1099.232618,18518.36897,0.498874063,0.417386562,0.580212127,175.7388138,163.0628759,188.8824744,54042201.43,57455753.96,60972366.48,59253152.12,70910979.29,83600181.32,0.296082821,69.5783569,99.25,99.43,100,100,100,100,528
Eudocimus albus,24_LCS01,2016,26.680566,-80.317432,119.25,442.4159954,4187,64.63490097,OUF anisotropic,568663.9027,437123.2306,739788.2601,5120772024,1280.385116,1226.097529,1337.07638,783.7324692,0.755817494,0.741331714,0.770299465,721.3706468,690.5926902,752.8101832,1361959076,1404177837,1447032025,1726015084,2238153516,2815813901,1.05E-10,31.46532887,99.67,99.33,99.67,90.4,90.4,100,2094
